type	time	latitude	longitude	altitude (m)	temperature	name	desc
T	2016-02-11 01:21:51	47.718047000	-122.247285000	140.8	20		
T	2016-02-11 01:21:52	47.718047000	-122.247277000	140.8	20		
T	2016-02-11 01:21:53	47.718046000	-122.247270000	140.8	20		
T	2016-02-11 01:21:54	47.718045000	-122.247266000	140.6	20		
T	2016-02-11 01:21:55	47.718045000	-122.247261000	140.6	20		
T	2016-02-11 01:21:56	47.718044000	-122.247256000	140.6	20		
T	2016-02-11 01:21:57	47.718045000	-122.247247000	140.6	20		
T	2016-02-11 01:21:58	47.718045000	-122.247238000	140.6	20		
T	2016-02-11 01:21:59	47.718046000	-122.247232000	140.6	20		
T	2016-02-11 01:22:00	47.718047000	-122.247224000	140.6	20		
T	2016-02-11 01:22:01	47.718042000	-122.247217000	140.6	20		
T	2016-02-11 01:22:02	47.718041000	-122.247207000	140.6	20		
T	2016-02-11 01:22:03	47.718040000	-122.247198000	140.6	20		
T	2016-02-11 01:22:04	47.718035000	-122.247193000	140.6	20		
T	2016-02-11 01:22:05	47.718036000	-122.247186000	140.6	20		
T	2016-02-11 01:22:06	47.718033000	-122.247179000	140.6	20		
T	2016-02-11 01:22:07	47.718034000	-122.247170000	140.6	20		
T	2016-02-11 01:22:08	47.718037000	-122.247165000	140.6	20		
T	2016-02-11 01:22:09	47.718041000	-122.247158000	140.6	20		
T	2016-02-11 01:22:10	47.718047000	-122.247153000	140.6	20		
T	2016-02-11 01:22:11	47.718050000	-122.247153000	140.6	20		
T	2016-02-11 01:22:12	47.718056000	-122.247152000	140.4	20		
T	2016-02-11 01:22:13	47.718059000	-122.247153000	140.6	20		
T	2016-02-11 01:22:14	47.718060000	-122.247157000	140.6	20		
T	2016-02-11 01:22:15	47.718061000	-122.247159000	140.6	20		
T	2016-02-11 01:22:16	47.718065000	-122.247157000	140.6	20		
T	2016-02-11 01:22:17	47.718069000	-122.247155000	140.6	20		
T	2016-02-11 01:22:18	47.718068000	-122.247155000	140.6	20		
T	2016-02-11 01:22:19	47.718064000	-122.247159000	140.6	20		
T	2016-02-11 01:22:20	47.718061000	-122.247160000	140.6	20		
T	2016-02-11 01:22:21	47.718059000	-122.247161000	140.6	20		
T	2016-02-11 01:22:22	47.718060000	-122.247160000	140.6	20		
T	2016-02-11 01:22:23	47.718061000	-122.247159000	140.6	20		
T	2016-02-11 01:22:24	47.718062000	-122.247154000	140.8	20		
T	2016-02-11 01:22:25	47.718061000	-122.247156000	140.8	20		
T	2016-02-11 01:22:26	47.718060000	-122.247159000	140.8	20		
T	2016-02-11 01:22:27	47.718062000	-122.247158000	140.8	20		
T	2016-02-11 01:22:28	47.718059000	-122.247168000	140.8	20		
T	2016-02-11 01:22:29	47.718063000	-122.247163000	140.8	20		
T	2016-02-11 01:22:30	47.718069000	-122.247153000	140.6	20		
T	2016-02-11 01:22:31	47.718065000	-122.247157000	140.6	20		
T	2016-02-11 01:22:32	47.718062000	-122.247161000	140.6	20		
T	2016-02-11 01:22:33	47.718065000	-122.247155000	140.6	20		
T	2016-02-11 01:22:34	47.718069000	-122.247146000	140.6	20		
T	2016-02-11 01:22:35	47.718073000	-122.247141000	140.6	20		
T	2016-02-11 01:22:36	47.718081000	-122.247133000	140.6	20		
T	2016-02-11 01:22:37	47.718073000	-122.247147000	140.6	20		
T	2016-02-11 01:22:38	47.718064000	-122.247161000	140.6	20		
T	2016-02-11 01:22:39	47.718061000	-122.247165000	140.6	20		
T	2016-02-11 01:22:40	47.718061000	-122.247164000	140.6	20		
T	2016-02-11 01:22:41	47.718062000	-122.247158000	140.6	20		
T	2016-02-11 01:22:42	47.718058000	-122.247172000	140.6	20		
T	2016-02-11 01:22:43	47.718062000	-122.247170000	140.6	20		
T	2016-02-11 01:22:44	47.718067000	-122.247167000	140.6	20		
T	2016-02-11 01:22:45	47.718071000	-122.247162000	140.6	20		
T	2016-02-11 01:22:46	47.718075000	-122.247161000	140.4	20		
T	2016-02-11 01:22:47	47.718075000	-122.247164000	140.4	20		
T	2016-02-11 01:22:48	47.718074000	-122.247169000	140.4	20		
T	2016-02-11 01:22:49	47.718076000	-122.247169000	140.4	20		
T	2016-02-11 01:22:50	47.718078000	-122.247172000	140.4	20		
T	2016-02-11 01:22:51	47.718078000	-122.247175000	140.6	20		
T	2016-02-11 01:22:52	47.718078000	-122.247181000	140.6	20		
T	2016-02-11 01:22:53	47.718076000	-122.247187000	140.6	20		
T	2016-02-11 01:22:54	47.718074000	-122.247191000	140.6	20		
T	2016-02-11 01:22:55	47.718073000	-122.247195000	140.6	20		
T	2016-02-11 01:22:56	47.718072000	-122.247203000	140.6	20		
T	2016-02-11 01:22:57	47.718070000	-122.247213000	140.6	20		
T	2016-02-11 01:22:58	47.718068000	-122.247221000	140.6	20		
T	2016-02-11 01:22:59	47.718065000	-122.247231000	140.6	20		
T	2016-02-11 01:23:00	47.718061000	-122.247241000	140.6	20		
T	2016-02-11 01:23:01	47.718060000	-122.247245000	140.6	20		
T	2016-02-11 01:23:02	47.718060000	-122.247247000	140.6	20		
T	2016-02-11 01:23:03	47.718058000	-122.247254000	140.6	20		
T	2016-02-11 01:23:04	47.718055000	-122.247257000	140.6	20		
T	2016-02-11 01:23:05	47.718053000	-122.247260000	140.6	20		
T	2016-02-11 01:23:06	47.718050000	-122.247262000	140.6	20		
T	2016-02-11 01:23:07	47.718049000	-122.247256000	140.6	20		
T	2016-02-11 01:23:08	47.718050000	-122.247248000	140.6	20		
T	2016-02-11 01:23:09	47.718048000	-122.247242000	140.6	20		
T	2016-02-11 01:23:10	47.718051000	-122.247228000	140.6	20		
T	2016-02-11 01:23:11	47.718050000	-122.247219000	140.6	20		
T	2016-02-11 01:23:12	47.718045000	-122.247211000	140.6	20		
T	2016-02-11 01:23:13	47.718045000	-122.247208000	140.6	20		
T	2016-02-11 01:23:14	47.718046000	-122.247204000	140.4	20		
T	2016-02-11 01:23:15	47.718045000	-122.247203000	140.4	20		
T	2016-02-11 01:23:16	47.718045000	-122.247200000	140.4	20		
T	2016-02-11 01:23:17	47.718043000	-122.247198000	140.4	20		
T	2016-02-11 01:23:18	47.718040000	-122.247194000	140.4	20		
T	2016-02-11 01:23:19	47.718037000	-122.247192000	140.6	20		
T	2016-02-11 01:23:20	47.718035000	-122.247188000	140.6	20		
T	2016-02-11 01:23:21	47.718032000	-122.247186000	140.6	20		
T	2016-02-11 01:23:22	47.718029000	-122.247184000	140.6	20		
T	2016-02-11 01:23:23	47.718026000	-122.247182000	140.6	20		
T	2016-02-11 01:23:24	47.718023000	-122.247182000	140.6	20		
T	2016-02-11 01:23:25	47.718005000	-122.247194000	140.6	20		
T	2016-02-11 01:23:26	47.717996000	-122.247198000	140.6	20		
T	2016-02-11 01:23:27	47.717991000	-122.247197000	140.8	20		
T	2016-02-11 01:23:28	47.717979000	-122.247206000	140.8	20		
T	2016-02-11 01:23:29	47.717975000	-122.247207000	140.8	20		
T	2016-02-11 01:23:30	47.717973000	-122.247208000	140.6	20		
T	2016-02-11 01:23:31	47.717975000	-122.247206000	140.6	20		
T	2016-02-11 01:23:32	47.717974000	-122.247209000	140.6	20		
T	2016-02-11 01:23:33	47.717971000	-122.247214000	140.6	20		
T	2016-02-11 01:23:34	47.717970000	-122.247218000	140.6	20		
T	2016-02-11 01:23:35	47.717969000	-122.247223000	140.6	20		
T	2016-02-11 01:23:36	47.717967000	-122.247226000	140.6	20		
T	2016-02-11 01:23:37	47.717966000	-122.247229000	140.6	20		
T	2016-02-11 01:23:38	47.717964000	-122.247230000	140.6	20		
T	2016-02-11 01:23:39	47.717965000	-122.247227000	140.6	20		
T	2016-02-11 01:23:40	47.717964000	-122.247222000	140.6	20		
T	2016-02-11 01:23:41	47.717964000	-122.247211000	140.6	20		
T	2016-02-11 01:23:42	47.717959000	-122.247204000	140.6	20		
T	2016-02-11 01:23:43	47.717956000	-122.247200000	140.6	20		
T	2016-02-11 01:23:44	47.717944000	-122.247201000	140.6	20		
T	2016-02-11 01:23:45	47.717943000	-122.247193000	140.6	20		
T	2016-02-11 01:23:46	47.717943000	-122.247184000	140.6	20		
T	2016-02-11 01:23:47	47.717942000	-122.247179000	140.6	20		
T	2016-02-11 01:23:48	47.717926000	-122.247186000	140.6	20		
T	2016-02-11 01:23:49	47.717924000	-122.247175000	140.6	20		
T	2016-02-11 01:23:50	47.717920000	-122.247166000	140.6	20		
T	2016-02-11 01:23:51	47.717904000	-122.247174000	140.6	20		
T	2016-02-11 01:23:52	47.717892000	-122.247174000	140.6	20		
T	2016-02-11 01:23:53	47.717881000	-122.247175000	140.4	20		
T	2016-02-11 01:23:54	47.717874000	-122.247179000	140.4	20		
T	2016-02-11 01:23:55	47.717871000	-122.247180000	140.4	20		
T	2016-02-11 01:23:56	47.717873000	-122.247172000	140.4	20		
T	2016-02-11 01:23:57	47.717873000	-122.247172000	140.4	20		
T	2016-02-11 01:23:58	47.717873000	-122.247171000	140.4	20		
T	2016-02-11 01:23:59	47.717875000	-122.247168000	140.2	20		
T	2016-02-11 01:24:00	47.717885000	-122.247160000	140.2	20		
T	2016-02-11 01:24:01	47.717896000	-122.247154000	140.2	20		
T	2016-02-11 01:24:02	47.717900000	-122.247154000	140.2	20		
T	2016-02-11 01:24:03	47.717910000	-122.247147000	140.2	20		
T	2016-02-11 01:24:04	47.717917000	-122.247142000	140.2	20		
T	2016-02-11 01:24:05	47.717920000	-122.247135000	140.2	20		
T	2016-02-11 01:24:06	47.717924000	-122.247129000	140.2	20		
T	2016-02-11 01:24:07	47.717932000	-122.247125000	140.0	20		
T	2016-02-11 01:24:08	47.717938000	-122.247129000	140.0	20		
T	2016-02-11 01:24:09	47.717940000	-122.247135000	140.0	20		
T	2016-02-11 01:24:10	47.717943000	-122.247138000	140.0	20		
T	2016-02-11 01:24:11	47.717947000	-122.247142000	140.2	20		
T	2016-02-11 01:24:12	47.717951000	-122.247144000	140.2	20		
T	2016-02-11 01:24:13	47.717954000	-122.247148000	140.2	20		
T	2016-02-11 01:24:14	47.717954000	-122.247153000	140.2	20		
T	2016-02-11 01:24:15	47.717953000	-122.247162000	140.2	20		
T	2016-02-11 01:24:16	47.717952000	-122.247172000	140.2	20		
T	2016-02-11 01:24:17	47.717945000	-122.247177000	140.2	20		
T	2016-02-11 01:24:18	47.717940000	-122.247186000	140.2	20		
T	2016-02-11 01:24:19	47.717939000	-122.247193000	140.4	20		
T	2016-02-11 01:24:20	47.717939000	-122.247193000	140.4	20		
T	2016-02-11 01:24:21	47.717931000	-122.247203000	140.4	20		
T	2016-02-11 01:24:22	47.717928000	-122.247208000	140.4	20		
T	2016-02-11 01:24:23	47.717923000	-122.247212000	140.4	20		
T	2016-02-11 01:24:24	47.717918000	-122.247215000	140.4	20		
T	2016-02-11 01:24:25	47.717913000	-122.247217000	140.4	20		
T	2016-02-11 01:24:26	47.717908000	-122.247219000	140.4	20		
T	2016-02-11 01:24:27	47.717904000	-122.247217000	140.4	20		
T	2016-02-11 01:24:28	47.717902000	-122.247218000	140.4	20		
T	2016-02-11 01:24:29	47.717901000	-122.247219000	140.4	20		
T	2016-02-11 01:24:30	47.717899000	-122.247225000	140.4	20		
T	2016-02-11 01:24:31	47.717902000	-122.247218000	140.4	20		
T	2016-02-11 01:24:32	47.717904000	-122.247216000	140.4	20		
T	2016-02-11 01:24:33	47.717912000	-122.247209000	140.4	20		
T	2016-02-11 01:24:34	47.717915000	-122.247203000	140.4	20		
T	2016-02-11 01:24:35	47.717922000	-122.247199000	140.4	19		
T	2016-02-11 01:24:36	47.717929000	-122.247193000	140.4	19		
T	2016-02-11 01:24:37	47.717935000	-122.247180000	140.4	19		
T	2016-02-11 01:24:38	47.717938000	-122.247173000	140.4	19		
T	2016-02-11 01:24:39	47.717940000	-122.247161000	140.4	19		
T	2016-02-11 01:24:40	47.717939000	-122.247148000	140.4	19		
T	2016-02-11 01:24:41	47.717940000	-122.247142000	140.4	19		
T	2016-02-11 01:24:42	47.717940000	-122.247138000	140.2	19		
T	2016-02-11 01:24:43	47.717941000	-122.247141000	140.2	19		
T	2016-02-11 01:24:44	47.717945000	-122.247145000	140.2	19		
T	2016-02-11 01:24:45	47.717950000	-122.247147000	140.2	19		
T	2016-02-11 01:24:46	47.717957000	-122.247147000	140.2	19		
T	2016-02-11 01:24:47	47.717960000	-122.247151000	140.2	19		
T	2016-02-11 01:24:48	47.717964000	-122.247154000	140.2	19		
T	2016-02-11 01:24:49	47.717967000	-122.247155000	140.2	19		
T	2016-02-11 01:24:50	47.717971000	-122.247154000	140.2	19		
T	2016-02-11 01:24:51	47.717977000	-122.247161000	140.2	19		
T	2016-02-11 01:24:52	47.717984000	-122.247165000	140.2	19		
T	2016-02-11 01:24:53	47.717988000	-122.247167000	140.2	19		
T	2016-02-11 01:24:54	47.717991000	-122.247171000	140.4	19		
T	2016-02-11 01:24:55	47.717994000	-122.247174000	140.4	19		
T	2016-02-11 01:24:56	47.717998000	-122.247179000	140.4	19		
T	2016-02-11 01:24:57	47.717999000	-122.247181000	140.4	19		
T	2016-02-11 01:24:58	47.718001000	-122.247186000	140.4	19		
T	2016-02-11 01:24:59	47.718002000	-122.247193000	140.4	19		
T	2016-02-11 01:25:00	47.718004000	-122.247202000	140.4	19		
T	2016-02-11 01:25:01	47.718002000	-122.247211000	140.2	19		
T	2016-02-11 01:25:02	47.718000000	-122.247226000	140.2	19		
T	2016-02-11 01:25:03	47.718000000	-122.247250000	140.2	19		
T	2016-02-11 01:25:04	47.718001000	-122.247264000	140.2	19		
T	2016-02-11 01:25:05	47.717999000	-122.247287000	140.4	19		
T	2016-02-11 01:25:06	47.717997000	-122.247303000	140.4	19		
T	2016-02-11 01:25:07	47.717999000	-122.247278000	140.4	19		
T	2016-02-11 01:25:08	47.717996000	-122.247274000	140.4	19		
T	2016-02-11 01:25:09	47.717995000	-122.247269000	140.4	19		
T	2016-02-11 01:25:10	47.717996000	-122.247274000	140.4	19		
T	2016-02-11 01:25:11	47.718001000	-122.247273000	140.4	19		
T	2016-02-11 01:25:12	47.718003000	-122.247276000	140.4	19		
T	2016-02-11 01:25:13	47.718005000	-122.247277000	140.4	19		
T	2016-02-11 01:25:14	47.718016000	-122.247274000	140.4	19		
T	2016-02-11 01:25:15	47.718017000	-122.247282000	140.4	19		
T	2016-02-11 01:25:16	47.718024000	-122.247289000	140.4	19		
T	2016-02-11 01:25:17	47.718031000	-122.247291000	140.4	19		
T	2016-02-11 01:25:18	47.718040000	-122.247284000	140.4	19		
T	2016-02-11 01:25:19	47.718041000	-122.247296000	140.4	19		
T	2016-02-11 01:25:20	47.718038000	-122.247304000	140.4	19		
T	2016-02-11 01:25:21	47.718036000	-122.247314000	140.4	19		
T	2016-02-11 01:25:22	47.718041000	-122.247316000	140.4	19		
T	2016-02-11 01:25:23	47.718047000	-122.247315000	140.4	19		
T	2016-02-11 01:25:24	47.718054000	-122.247311000	140.4	19		
T	2016-02-11 01:25:25	47.718059000	-122.247308000	140.4	19		
T	2016-02-11 01:25:26	47.718062000	-122.247308000	140.4	19		
T	2016-02-11 01:25:27	47.718065000	-122.247306000	140.4	19		
T	2016-02-11 01:25:28	47.718067000	-122.247306000	140.4	19		
T	2016-02-11 01:25:29	47.718068000	-122.247302000	140.4	19		
T	2016-02-11 01:25:30	47.718066000	-122.247301000	140.4	19		
T	2016-02-11 01:25:31	47.718069000	-122.247300000	140.4	19		
T	2016-02-11 01:25:32	47.718070000	-122.247297000	140.4	19		
T	2016-02-11 01:25:33	47.718070000	-122.247292000	140.4	19		
T	2016-02-11 01:25:34	47.718072000	-122.247292000	140.2	19		
T	2016-02-11 01:25:35	47.718073000	-122.247296000	140.4	19		
T	2016-02-11 01:25:36	47.718074000	-122.247298000	140.2	19		
T	2016-02-11 01:25:37	47.718074000	-122.247302000	140.2	19		
T	2016-02-11 01:25:38	47.718074000	-122.247305000	140.2	19		
T	2016-02-11 01:25:39	47.718074000	-122.247310000	140.2	19		
T	2016-02-11 01:25:40	47.718073000	-122.247311000	140.2	19		
T	2016-02-11 01:25:41	47.718072000	-122.247307000	140.2	19		
T	2016-02-11 01:25:42	47.718072000	-122.247305000	140.2	19		
T	2016-02-11 01:25:43	47.718073000	-122.247302000	140.2	19		
T	2016-02-11 01:25:44	47.718076000	-122.247297000	140.2	19		
T	2016-02-11 01:25:45	47.718078000	-122.247310000	140.2	19		
T	2016-02-11 01:25:46	47.718076000	-122.247305000	140.2	19		
T	2016-02-11 01:25:47	47.718074000	-122.247306000	140.0	19		
T	2016-02-11 01:25:48	47.718072000	-122.247309000	140.0	19		
T	2016-02-11 01:25:49	47.718072000	-122.247305000	140.0	19		
T	2016-02-11 01:25:50	47.718073000	-122.247301000	140.0	19		
T	2016-02-11 01:25:51	47.718072000	-122.247300000	140.0	19		
T	2016-02-11 01:25:52	47.718073000	-122.247292000	140.0	19		
T	2016-02-11 01:25:53	47.718074000	-122.247287000	140.0	19		
T	2016-02-11 01:25:54	47.718076000	-122.247279000	140.0	19		
T	2016-02-11 01:25:55	47.718076000	-122.247270000	140.2	19		
T	2016-02-11 01:25:56	47.718075000	-122.247260000	140.2	19		
T	2016-02-11 01:25:57	47.718074000	-122.247251000	140.2	19		
T	2016-02-11 01:25:58	47.718078000	-122.247245000	140.2	19		
T	2016-02-11 01:25:59	47.718077000	-122.247240000	140.2	19		
T	2016-02-11 01:26:00	47.718076000	-122.247239000	140.2	19		
T	2016-02-11 01:26:01	47.718075000	-122.247241000	140.2	19		
T	2016-02-11 01:26:02	47.718070000	-122.247235000	140.2	19		
T	2016-02-11 01:26:03	47.718069000	-122.247223000	140.2	19		
T	2016-02-11 01:26:04	47.718067000	-122.247228000	140.2	19		
T	2016-02-11 01:26:05	47.718067000	-122.247227000	140.2	19		
T	2016-02-11 01:26:06	47.718061000	-122.247234000	140.2	19		
T	2016-02-11 01:26:07	47.718051000	-122.247254000	140.2	19		
T	2016-02-11 01:26:08	47.718046000	-122.247263000	140.2	19		
T	2016-02-11 01:26:09	47.718039000	-122.247267000	140.2	19		
T	2016-02-11 01:26:10	47.718030000	-122.247273000	140.2	19		
T	2016-02-11 01:26:11	47.718025000	-122.247289000	140.2	19		
T	2016-02-11 01:26:12	47.718021000	-122.247296000	140.2	19		
T	2016-02-11 01:26:13	47.718016000	-122.247304000	140.2	19		
T	2016-02-11 01:26:14	47.718007000	-122.247307000	140.2	19		
T	2016-02-11 01:26:15	47.718001000	-122.247310000	140.2	19		
T	2016-02-11 01:26:16	47.717996000	-122.247311000	140.0	19		
T	2016-02-11 01:26:17	47.717994000	-122.247310000	140.0	19		
T	2016-02-11 01:26:18	47.717995000	-122.247308000	140.0	19		
T	2016-02-11 01:26:19	47.717995000	-122.247307000	140.0	19		
T	2016-02-11 01:26:20	47.717994000	-122.247306000	140.0	19		
T	2016-02-11 01:26:21	47.717992000	-122.247308000	140.0	19		
T	2016-02-11 01:26:22	47.717988000	-122.247313000	140.0	19		
T	2016-02-11 01:26:23	47.717989000	-122.247318000	140.0	19		
T	2016-02-11 01:26:24	47.717990000	-122.247322000	140.0	19		
T	2016-02-11 01:26:25	47.717992000	-122.247325000	140.0	19		
T	2016-02-11 01:26:26	47.717993000	-122.247331000	140.0	19		
T	2016-02-11 01:26:27	47.717996000	-122.247332000	140.0	19		
T	2016-02-11 01:26:28	47.717996000	-122.247334000	140.0	19		
T	2016-02-11 01:26:29	47.717993000	-122.247340000	140.0	19		
T	2016-02-11 01:26:30	47.717994000	-122.247342000	140.0	19		
T	2016-02-11 01:26:31	47.717996000	-122.247342000	140.0	19		
T	2016-02-11 01:26:32	47.717998000	-122.247348000	140.0	19		
T	2016-02-11 01:26:33	47.717997000	-122.247351000	140.0	19		
T	2016-02-11 01:26:34	47.717997000	-122.247354000	140.0	19		
T	2016-02-11 01:26:35	47.717997000	-122.247359000	140.0	19		
T	2016-02-11 01:26:36	47.717996000	-122.247362000	140.0	19		
T	2016-02-11 01:26:37	47.717995000	-122.247364000	140.0	19		
T	2016-02-11 01:26:38	47.717996000	-122.247363000	140.2	19		
T	2016-02-11 01:26:39	47.717997000	-122.247357000	140.2	19		
T	2016-02-11 01:26:40	47.718000000	-122.247346000	140.2	19		
T	2016-02-11 01:26:41	47.718002000	-122.247340000	140.2	19		
T	2016-02-11 01:26:42	47.718007000	-122.247328000	140.2	19		
T	2016-02-11 01:26:43	47.718008000	-122.247321000	140.2	19		
T	2016-02-11 01:26:44	47.718006000	-122.247314000	140.2	19		
T	2016-02-11 01:26:45	47.718006000	-122.247307000	140.2	19		
T	2016-02-11 01:26:46	47.718011000	-122.247295000	140.0	19		
T	2016-02-11 01:26:47	47.718010000	-122.247293000	140.0	19		
T	2016-02-11 01:26:48	47.718000000	-122.247289000	140.0	19		
T	2016-02-11 01:26:49	47.718003000	-122.247284000	140.0	19		
T	2016-02-11 01:26:50	47.717998000	-122.247286000	140.0	19		
T	2016-02-11 01:26:51	47.717999000	-122.247281000	140.0	19		
T	2016-02-11 01:26:52	47.717998000	-122.247278000	140.0	19		
T	2016-02-11 01:26:53	47.718001000	-122.247270000	140.0	19		
T	2016-02-11 01:26:54	47.718005000	-122.247263000	140.0	19		
T	2016-02-11 01:26:55	47.718006000	-122.247257000	140.0	19		
T	2016-02-11 01:26:56	47.718003000	-122.247255000	140.0	19		
T	2016-02-11 01:26:57	47.718005000	-122.247249000	140.0	19		
T	2016-02-11 01:26:58	47.718008000	-122.247247000	140.0	19		
T	2016-02-11 01:26:59	47.718012000	-122.247242000	140.0	19		
T	2016-02-11 01:27:00	47.718013000	-122.247240000	140.0	19		
T	2016-02-11 01:27:01	47.718015000	-122.247241000	140.0	19		
T	2016-02-11 01:27:02	47.718018000	-122.247242000	140.0	19		
T	2016-02-11 01:27:03	47.718023000	-122.247242000	140.0	19		
T	2016-02-11 01:27:04	47.718025000	-122.247243000	140.0	19		
T	2016-02-11 01:27:05	47.718027000	-122.247242000	140.0	19		
T	2016-02-11 01:27:06	47.718031000	-122.247245000	140.0	19		
T	2016-02-11 01:27:07	47.718035000	-122.247245000	139.8	19		
T	2016-02-11 01:27:08	47.718038000	-122.247244000	139.8	19		
T	2016-02-11 01:27:09	47.718040000	-122.247242000	139.8	19		
T	2016-02-11 01:27:10	47.718041000	-122.247239000	139.8	19		
T	2016-02-11 01:27:11	47.718040000	-122.247239000	139.8	19		
T	2016-02-11 01:27:12	47.718040000	-122.247236000	139.8	19		
T	2016-02-11 01:27:13	47.718041000	-122.247231000	139.8	19		
T	2016-02-11 01:27:14	47.718040000	-122.247232000	139.8	19		
T	2016-02-11 01:27:15	47.718039000	-122.247231000	139.8	19		
T	2016-02-11 01:27:16	47.718039000	-122.247230000	139.8	19		
T	2016-02-11 01:27:17	47.718039000	-122.247224000	139.8	19		
T	2016-02-11 01:27:18	47.718041000	-122.247221000	139.8	19		
T	2016-02-11 01:27:19	47.718041000	-122.247218000	139.6	19		
T	2016-02-11 01:27:20	47.718044000	-122.247219000	139.6	19		
T	2016-02-11 01:27:21	47.718047000	-122.247214000	139.6	19		
T	2016-02-11 01:27:22	47.718053000	-122.247210000	139.8	19		
T	2016-02-11 01:27:23	47.718058000	-122.247206000	139.6	19		
T	2016-02-11 01:27:24	47.718065000	-122.247201000	139.6	19		
T	2016-02-11 01:27:25	47.718069000	-122.247197000	139.6	19		
T	2016-02-11 01:27:26	47.718072000	-122.247191000	139.6	19		
T	2016-02-11 01:27:27	47.718077000	-122.247186000	139.6	19		
T	2016-02-11 01:27:28	47.718079000	-122.247182000	139.6	19		
T	2016-02-11 01:27:29	47.718080000	-122.247179000	139.6	19		
T	2016-02-11 01:27:30	47.718082000	-122.247179000	139.6	19		
T	2016-02-11 01:27:31	47.718072000	-122.247209000	139.6	19		
T	2016-02-11 01:27:32	47.718066000	-122.247224000	139.6	19		
T	2016-02-11 01:27:33	47.718060000	-122.247241000	139.6	19		
T	2016-02-11 01:27:34	47.718054000	-122.247254000	139.6	19		
T	2016-02-11 01:27:35	47.718064000	-122.247281000	139.6	19		
T	2016-02-11 01:27:36	47.718059000	-122.247282000	139.6	19		
T	2016-02-11 01:27:37	47.718054000	-122.247281000	139.6	19		
T	2016-02-11 01:27:38	47.718050000	-122.247281000	139.6	19		
T	2016-02-11 01:27:39	47.718048000	-122.247283000	139.6	19		
T	2016-02-11 01:27:40	47.718042000	-122.247284000	139.6	19		
T	2016-02-11 01:27:41	47.718035000	-122.247291000	139.6	19		
T	2016-02-11 01:27:42	47.718030000	-122.247295000	139.6	19		
T	2016-02-11 01:27:43	47.718026000	-122.247297000	139.8	19		
T	2016-02-11 01:27:44	47.718023000	-122.247295000	139.8	19		
T	2016-02-11 01:27:45	47.718022000	-122.247292000	139.6	19		
T	2016-02-11 01:27:46	47.718022000	-122.247291000	139.6	19		
T	2016-02-11 01:27:47	47.718023000	-122.247288000	139.6	19		
T	2016-02-11 01:27:48	47.718023000	-122.247284000	139.6	19		
T	2016-02-11 01:27:49	47.718022000	-122.247280000	139.4	19		
T	2016-02-11 01:27:50	47.718021000	-122.247280000	139.6	19		
T	2016-02-11 01:27:51	47.718020000	-122.247281000	139.6	19		
T	2016-02-11 01:27:52	47.718021000	-122.247283000	139.6	19		
T	2016-02-11 01:27:53	47.718022000	-122.247282000	139.6	19		
T	2016-02-11 01:27:54	47.718021000	-122.247282000	139.6	19		
T	2016-02-11 01:27:55	47.718020000	-122.247283000	139.6	19		
T	2016-02-11 01:27:56	47.718020000	-122.247281000	139.6	19		
T	2016-02-11 01:27:57	47.718020000	-122.247281000	139.8	19		
T	2016-02-11 01:27:58	47.718019000	-122.247280000	139.8	19		
T	2016-02-11 01:27:59	47.718020000	-122.247283000	139.8	19		
T	2016-02-11 01:28:00	47.718023000	-122.247281000	139.8	19		
T	2016-02-11 01:28:01	47.718023000	-122.247277000	139.8	19		
T	2016-02-11 01:28:02	47.718023000	-122.247273000	139.8	19		
T	2016-02-11 01:28:03	47.718023000	-122.247269000	139.8	19		
T	2016-02-11 01:28:04	47.718024000	-122.247263000	139.8	19		
T	2016-02-11 01:28:05	47.718024000	-122.247259000	139.8	19		
T	2016-02-11 01:28:06	47.718025000	-122.247252000	140.0	19		
T	2016-02-11 01:28:07	47.718026000	-122.247248000	139.8	19		
T	2016-02-11 01:28:08	47.718026000	-122.247244000	139.8	19		
T	2016-02-11 01:28:09	47.718029000	-122.247234000	139.8	19		
T	2016-02-11 01:28:10	47.718031000	-122.247231000	139.8	19		
T	2016-02-11 01:28:11	47.718026000	-122.247240000	139.8	19		
T	2016-02-11 01:28:12	47.718027000	-122.247242000	139.8	19		
T	2016-02-11 01:28:13	47.718033000	-122.247239000	139.8	19		
T	2016-02-11 01:28:14	47.718036000	-122.247241000	139.8	19		
T	2016-02-11 01:28:15	47.718036000	-122.247244000	139.8	19		
T	2016-02-11 01:28:16	47.718036000	-122.247247000	139.8	19		
T	2016-02-11 01:28:17	47.718035000	-122.247253000	139.8	19		
T	2016-02-11 01:28:18	47.718036000	-122.247258000	139.8	19		
T	2016-02-11 01:28:19	47.718037000	-122.247260000	139.6	19		
T	2016-02-11 01:28:20	47.718036000	-122.247265000	139.6	19		
T	2016-02-11 01:28:21	47.718042000	-122.247257000	139.6	19		
T	2016-02-11 01:28:22	47.718047000	-122.247251000	139.6	19		
T	2016-02-11 01:28:23	47.718052000	-122.247245000	139.6	19		
T	2016-02-11 01:28:24	47.718055000	-122.247239000	139.6	19		
T	2016-02-11 01:28:25	47.718061000	-122.247231000	139.6	19		
T	2016-02-11 01:28:26	47.718065000	-122.247224000	139.6	19		
T	2016-02-11 01:28:27	47.718069000	-122.247218000	139.6	19		
T	2016-02-11 01:28:28	47.718072000	-122.247216000	139.6	19		
T	2016-02-11 01:28:29	47.718074000	-122.247217000	139.6	19		
